src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_rejected,ssl_version,ssl_cipher,http_method,http_uri,http_version,label,type
192.168.1.193,50073,192.168.1.33,80,tcp,-,0.00013,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,50022,192.168.1.33,80,tcp,-,0.008335,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49933,192.168.1.37,8080,tcp,-,0.00018,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49730,192.168.1.37,8080,tcp,-,0.000166,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49572,192.168.1.33,80,tcp,-,0.000148,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49283,192.168.1.37,8080,tcp,-,0.000163,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49976,192.168.1.33,80,tcp,-,0.000118,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,50110,192.168.1.37,8080,tcp,-,0.000196,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49846,192.168.1.33,80,tcp,-,0.003425,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49462,192.168.1.37,8080,tcp,-,0.000216,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49953,192.168.1.33,80,tcp,-,7.5e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49477,192.168.1.37,8080,tcp,-,0.000206,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49916,192.168.1.37,8080,tcp,-,0.000145,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49942,192.168.1.33,80,tcp,-,0.000108,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49873,192.168.1.33,80,tcp,-,0.000237,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49858,192.168.1.37,8080,tcp,-,8.3e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49283,192.168.1.37,8080,tcp,-,0.000124,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,50035,192.168.1.37,8080,tcp,-,0.000134,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49710,192.168.1.33,80,tcp,-,7.2e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49762,192.168.1.33,80,tcp,-,0.000139,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49946,192.168.1.33,80,tcp,-,5e-06,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,50003,192.168.1.33,80,tcp,-,0.011197,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49622,192.168.1.33,80,tcp,-,0.000185,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49732,192.168.1.37,8080,tcp,-,9.8e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49998,192.168.1.33,80,tcp,-,0.002637,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,50041,192.168.1.33,80,tcp,-,0.000532,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49604,192.168.1.37,8080,tcp,-,0.000167,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49907,192.168.1.33,80,tcp,-,7.4e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49495,192.168.1.33,80,tcp,-,0.000113,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49439,192.168.1.37,8080,tcp,-,0.000109,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49794,192.168.1.33,80,tcp,-,0.000145,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,50064,192.168.1.37,8080,tcp,-,0.000174,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49531,192.168.1.33,80,tcp,-,0.000196,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49363,192.168.1.37,8080,tcp,-,0.000643,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49559,192.168.1.33,80,tcp,-,0.000125,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49742,192.168.1.37,8080,tcp,-,6e-06,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49958,192.168.1.33,80,tcp,-,0.000111,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,50030,192.168.1.37,8080,tcp,-,0.000169,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49900,192.168.1.33,80,tcp,-,0.000178,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49321,192.168.1.37,8080,tcp,-,0.00036,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49430,192.168.1.33,80,tcp,-,2e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49628,192.168.1.37,8080,tcp,-,1.9e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49771,192.168.1.37,8080,tcp,-,0.000101,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49662,192.168.1.37,8080,tcp,-,0.000112,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49776,192.168.1.37,8080,tcp,-,6.4e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,50076,192.168.1.37,8080,tcp,-,0.000125,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49823,192.168.1.37,8080,tcp,-,8.1e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49830,192.168.1.33,80,tcp,-,0.000217,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49566,192.168.1.37,8080,tcp,-,0.000206,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49505,192.168.1.33,80,tcp,-,0.00014,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49559,192.168.1.33,80,tcp,-,0.000148,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49740,192.168.1.37,8080,tcp,-,7.2e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49623,192.168.1.37,8080,tcp,-,0.000152,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49972,192.168.1.37,8080,tcp,-,0.000181,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,50027,192.168.1.33,80,tcp,-,0.000188,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49358,192.168.1.37,8080,tcp,-,0.000399,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49846,192.168.1.33,80,tcp,-,3e-06,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49829,192.168.1.33,80,tcp,-,9.4e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49934,192.168.1.33,80,tcp,-,8.3e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49879,192.168.1.33,80,tcp,-,9.1e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,50068,192.168.1.33,80,tcp,-,6.1e-05,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.193,49405,192.168.1.37,8080,tcp,-,0.000169,0,0,REJ,0,1,48,1,40,-,-,-,-,-,-,-,1,backdoor
192.168.1.30,45490,192.168.1.1,53,udp,dns,0.002765,52,52,SF,0,1,80,1,80,192.168.1.195/dvwa/login.php-r.hub,T,-,-,-,-,-,1,ddos
192.168.1.30,45132,192.168.1.184,443,tcp,-,4e-06,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,45218,176.28.50.165,80,tcp,http,1.00942,259,2056,SF,0,7,631,5,2324,-,-,-,-,-,-,-,1,ddos
192.168.1.30,43294,192.168.1.184,443,tcp,-,61.192917,0,1,S1,1,3,164,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.31,60388,192.168.1.152,80,tcp,-,71.284915,0,1,S1,1,4,216,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,50440,192.168.1.1,53,udp,dns,3.182495,116,116,SF,0,2,172,2,172,testphp.vulnweb.com/listproducts.php.hub,T,-,-,-,-,-,1,ddos
192.168.1.30,58341,192.168.1.1,53,udp,dns,0.001685,52,52,SF,0,1,80,1,80,192.168.1.195/dvwa/login.php-r.hub,T,-,-,-,-,-,1,ddos
192.168.1.30,47028,192.168.1.184,443,tcp,-,60.43618,0,0,S3,0,2,112,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.30,59324,192.168.1.194,80,tcp,-,249.298607,0,0,S1,0,3,156,3,180,-,-,-,-,-,-,-,1,ddos
192.168.1.30,40136,192.168.1.1,53,udp,dns,0.003389,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,T,-,-,-,-,-,1,ddos
192.168.1.30,48060,192.168.1.184,443,tcp,-,61.072073,0,1,S1,1,3,164,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,60556,192.168.1.190,80,tcp,-,0.001133,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,37352,192.168.1.184,443,tcp,-,60.755513,0,0,S3,0,2,112,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.30,37280,192.168.1.184,443,tcp,-,60.462446,0,0,S3,0,3,164,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.30,37698,192.168.1.190,80,tcp,-,0.005371,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,55300,192.168.1.190,80,tcp,-,0.00024,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.31,51029,192.168.1.1,53,udp,dns,1.8e-05,74,90,SF,0,2,130,2,146,testphp.vulnweb.com,F,-,-,-,-,-,1,ddos
192.168.1.31,35458,192.168.1.1,53,udp,dns,2e-06,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,T,-,-,-,-,-,1,ddos
192.168.1.30,33768,192.168.1.1,53,udp,dns,0.003166,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,T,-,-,-,-,-,1,ddos
192.168.1.30,41724,192.168.1.184,443,tcp,-,60.484774,0,0,S3,0,3,164,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.30,35282,192.168.1.190,80,tcp,-,5e-06,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,59734,192.168.1.190,80,tcp,-,0.000825,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,39142,192.168.1.184,443,tcp,-,60.033792,0,0,S3,0,3,164,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.31,43983,192.168.1.1,53,udp,dns,0.014571,48,48,SF,0,1,76,1,76,192.168.1.195/dvwa/login.php-r,T,-,-,-,-,-,1,ddos
192.168.1.30,34242,192.168.1.190,80,tcp,-,0.000167,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.31,37430,192.168.1.184,443,tcp,-,4e-06,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.31,35326,192.168.1.190,80,tcp,-,1.1e-05,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,57028,192.168.1.1,53,udp,dns,0.005905,58,58,SF,0,1,86,1,86,testphp.vulnweb.com/listproducts.php.hub,T,-,-,-,-,-,1,ddos
192.168.1.31,33557,192.168.1.1,53,udp,dns,5e-06,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,T,-,-,-,-,-,1,ddos
192.168.1.30,48282,192.168.1.184,443,tcp,-,60.596767,0,0,S3,0,3,164,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.30,48856,192.168.1.184,443,tcp,ssl,0.134531,502,1754,S1,0,8,938,7,2179,-,-,-,-,-,-,-,1,ddos
192.168.1.31,38664,192.168.1.184,443,tcp,-,60.510252,0,0,S3,0,3,164,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.31,51852,192.168.1.1,53,udp,dns,1.4e-05,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,T,-,-,-,-,-,1,ddos
192.168.1.30,54430,192.168.1.1,53,udp,dns,0.001941,58,58,SF,0,1,86,1,86,testphp.vulnweb.com/listproducts.php.hub,T,-,-,-,-,-,1,ddos
192.168.1.30,36770,192.168.1.190,80,tcp,-,8e-06,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,37380,192.168.1.190,80,tcp,-,0.006795,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,44540,192.168.1.1,53,udp,dns,0.0,0,0,S0,0,1,76,0,0,192.168.1.195/dvwa/login.php-r,F,-,-,-,-,-,1,ddos
192.168.1.30,47876,192.168.1.184,443,tcp,-,0.000192,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.31,39712,192.168.1.184,443,tcp,-,61.488096,0,0,S3,0,3,164,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.31,54348,176.28.50.165,80,tcp,http,1.323118,246,2056,SF,0,7,618,4,2264,-,-,-,-,-,-,-,1,ddos
192.168.1.31,34572,192.168.1.190,80,tcp,-,0.000261,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,45676,192.168.1.1,53,udp,dns,0.003166,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,T,-,-,-,-,-,1,ddos
192.168.1.30,42987,192.168.1.1,53,udp,dns,0.005237,44,44,SF,0,1,72,1,72,home_url=192.168.1.190.hub,T,-,-,-,-,-,1,ddos
192.168.1.30,43028,192.168.1.184,443,tcp,-,61.389496,0,1,S1,1,3,164,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.31,37498,192.168.1.184,443,tcp,ssl,118.315875,808,7324,S3,0,7,1054,17,8343,-,-,-,-,-,-,-,1,ddos
192.168.1.31,56400,176.28.50.165,80,tcp,http,1.350483,252,2056,SF,0,5,520,5,2324,-,-,-,-,-,-,-,1,ddos
192.168.1.30,40179,192.168.1.1,53,udp,dns,0.002252,52,52,SF,0,1,80,1,80,192.168.1.195/dvwa/login.php-r.hub,T,-,-,-,-,-,1,ddos
192.168.1.30,48322,192.168.1.184,443,tcp,-,60.569039,0,1,S1,1,3,164,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,56706,192.168.1.194,80,tcp,-,10.004972,0,0,S1,0,3,164,3,180,-,-,-,-,-,-,-,1,ddos
192.168.1.30,49094,192.168.1.184,443,tcp,-,0.00076,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.31,32886,192.168.1.152,80,tcp,-,39.129787,0,0,S3,0,3,164,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.31,36158,192.168.1.184,443,tcp,-,2.7e-05,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,42736,192.168.1.184,443,tcp,-,0.0,0,0,SHR,0,0,0,1,52,-,-,-,-,-,-,-,1,ddos
192.168.1.30,39000,192.168.1.1,53,udp,dns,1.8e-05,52,52,SF,0,1,80,1,80,192.168.1.195/dvwa/login.php-r.hub,T,-,-,-,-,-,1,ddos
192.168.1.30,43008,192.168.1.184,443,tcp,-,61.411507,0,0,S3,0,3,164,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.30,42794,192.168.1.1,53,udp,dns,0.088165,154,407,SF,0,2,210,2,463,mqtt-dashboard-lb-1160139393.eu-central-1.elb.amazonaws.com,F,-,-,-,-,-,1,ddos
192.168.1.30,56475,192.168.1.1,53,udp,dns,0.001533,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,T,-,-,-,-,-,1,ddos
192.168.1.30,35412,192.168.1.1,53,udp,dns,1.255514,110,110,SF,0,2,166,2,166,testphp.vulnweb.com/listproducts.php.hub,T,-,-,-,-,-,1,ddos
192.168.1.31,36394,192.168.1.184,443,tcp,-,0.0,0,0,S0,0,1,60,0,0,-,-,-,-,-,-,-,1,ddos
192.168.1.31,37954,192.168.1.184,443,tcp,-,0.000119,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,60106,192.168.1.190,80,tcp,-,0.000426,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,35984,192.168.1.190,80,tcp,-,0.002961,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.31,54028,176.28.50.165,80,tcp,-,1.112413,208,2056,SF,208,4,208,4,2272,-,-,-,-,-,-,-,1,ddos
192.168.1.31,48561,192.168.1.1,53,udp,dns,0.000991,52,52,SF,0,1,80,1,80,192.168.1.195/dvwa/login.php-r.hub,T,-,-,-,-,-,1,ddos
192.168.1.30,58984,192.168.1.190,80,tcp,-,0.001395,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,35646,192.168.1.184,443,tcp,-,60.97111,0,0,S3,0,3,164,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.30,53808,192.168.1.190,80,tcp,-,0.000416,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,47074,192.168.1.184,443,tcp,-,60.372544,0,0,S3,0,2,112,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.30,54873,192.168.1.1,53,udp,dns,0.002642,52,52,SF,0,1,80,1,80,192.168.1.195/dvwa/login.php-r.hub,T,-,-,-,-,-,1,ddos
192.168.1.31,39432,192.168.1.184,443,tcp,ssl,338.394972,992022772,992104554,S3,0,9,1044,18,6764,-,-,-,-,-,-,-,1,ddos
192.168.1.30,55762,192.168.1.190,80,tcp,-,4e-06,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,43886,192.168.1.184,443,tcp,-,60.369312,0,1,S1,1,3,164,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,57218,192.168.1.190,80,tcp,-,0.000315,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,36244,192.168.1.190,80,tcp,-,0.000139,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,51442,192.168.1.1,53,udp,dns,1.6e-05,43,43,SF,0,1,71,1,71,https://192.168.1.184.hub,T,-,-,-,-,-,1,ddos
192.168.1.31,33223,192.168.1.1,53,udp,dns,0.002984,54,54,SF,0,1,82,1,82,testphp.vulnweb.com/listproducts.php,T,-,-,-,-,-,1,ddos
192.168.1.31,60874,192.168.1.152,80,tcp,-,6e-06,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,43046,192.168.1.184,443,tcp,-,61.42139,0,0,S3,0,2,112,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.30,46618,192.168.1.184,443,tcp,-,61.005598,0,0,S3,0,2,112,2,112,-,-,-,-,-,-,-,1,ddos
192.168.1.30,56656,192.168.1.184,443,tcp,-,94.042308,0,1,S1,1,3,164,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,37527,192.168.1.1,53,udp,dns,0.001968,48,48,SF,0,1,76,1,76,192.168.1.195/dvwa/login.php-r,T,-,-,-,-,-,1,ddos
192.168.1.30,33628,192.168.1.190,80,tcp,-,0.000261,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,34749,192.168.1.1,53,udp,dns,2.8e-05,52,52,SF,0,1,80,1,80,192.168.1.195/dvwa/login.php-r.hub,T,-,-,-,-,-,1,ddos
192.168.1.30,55044,176.28.50.165,80,tcp,http,1.005588,168,2056,S3,1,3,323,5,2324,-,-,-,-,-,-,-,1,ddos
192.168.1.30,37694,192.168.1.190,80,tcp,-,5e-06,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
192.168.1.30,52443,192.168.1.1,53,udp,dns,6e-06,48,48,SF,0,1,76,1,76,192.168.1.195/dvwa/login.php-r,T,-,-,-,-,-,1,ddos
192.168.1.30,57568,192.168.1.190,80,tcp,-,0.000604,0,0,S1,0,2,112,1,60,-,-,-,-,-,-,-,1,ddos
